transcript_id	blastx_id	blastx_full	Higher_expression
TRINITY_DN22300_c0_g1_i1	CIPKB_ARATH	CBL-interacting serine/threonine-protein kinase 11	6A
TRINITY_DN22343_c0_g1_i1	UBP12_ARATH	Ubiquitin C-terminal hydrolase 12 {ECO:0000303|PubMed:11115897}	
TRINITY_DN22323_c0_g1_i4	.	.	
TRINITY_DN22341_c0_g1_i7	Y3148_ARATH	Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840	
TRINITY_DN22327_c0_g2_i1	CISY_PSEAE	Citrate synthase {ECO:0000303|PubMed:2507528}	
TRINITY_DN22342_c0_g1_i10	SCP25_ARATH	Serine carboxypeptidase-like 25	
TRINITY_DN22342_c0_g1_i23	SCP25_ARATH	Serine carboxypeptidase-like 25	
TRINITY_DN22342_c0_g1_i27	SCP25_ARATH	Serine carboxypeptidase-like 25	
TRINITY_DN22342_c0_g1_i4	SCP25_ARATH	Serine carboxypeptidase-like 25	
TRINITY_DN22342_c0_g1_i6	SCP25_ARATH	Serine carboxypeptidase-like 25	
TRINITY_DN22322_c0_g1_i1	CAL1_ORYSJ	Defensin-like protein CAL1 {ECO:0000305}	
TRINITY_DN22322_c0_g2_i2	CAL1_ORYSJ	Defensin-like protein CAL1 {ECO:0000305}	
TRINITY_DN22297_c0_g1_i11	PSD7A_ARATH	26S proteasome non-ATPase regulatory subunit 7 homolog A	
TRINITY_DN22344_c0_g1_i1	HMGYA_MAIZE	HMG-Y-related protein A	
TRINITY_DN77719_c0_g1_i1	RBL19_ARATH	Rhomboid-like protein 19 {ECO:0000303|PubMed:16895613}	
TRINITY_DN77705_c0_g1_i1	PDS5C_ARATH	Sister chromatid cohesion protein PDS5 homolog C {ECO:0000305}	
TRINITY_DN77770_c0_g1_i1	VATB2_HORVU	V-type proton ATPase subunit B 2	
TRINITY_DN77759_c0_g1_i1	.	.	
TRINITY_DN77764_c0_g1_i1	SYYC1_ARATH	Tyrosine--tRNA ligase 1, cytoplasmic {ECO:0000305}	
TRINITY_DN77785_c0_g1_i1	MFRN_CAEEL	Mitoferrin	
TRINITY_DN77694_c0_g1_i1	PR2E2_ORYSJ	Peroxiredoxin-2E-2, chloroplastic	
TRINITY_DN46072_c0_g1_i2	.	.	
TRINITY_DN46025_c0_g1_i1	TEB_ARATH	Helicase and polymerase-containing protein TEBICHI	
TRINITY_DN8465_c0_g1_i11	SEC_ARATH	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC {ECO:0000303|PubMed:16014901}	
TRINITY_DN8465_c0_g1_i6	SEC_ARATH	Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC {ECO:0000303|PubMed:16014901}	
TRINITY_DN8437_c0_g1_i1	.	.	
TRINITY_DN8437_c0_g1_i2	.	.	6W
TRINITY_DN8410_c0_g1_i24	3HIDH_ARATH	Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial	
TRINITY_DN8436_c0_g1_i9	PTR36_ARATH	Probable peptide/nitrate transporter At3g43790	6A
TRINITY_DN8412_c0_g1_i8	PP404_ARATH	Pentatricopeptide repeat-containing protein At5g38730	
TRINITY_DN8475_c0_g1_i2	PGLR5_ARATH	Probable polygalacturonase At1g80170	
TRINITY_DN8473_c0_g1_i4	TTI1_MOUSE	TELO2-interacting protein 1 homolog	
TRINITY_DN8451_c0_g1_i1	CXE13_ARATH	Probable carboxylesterase 13	6A
TRINITY_DN8411_c1_g1_i1	.	.	
TRINITY_DN8414_c0_g1_i3	ADCS_SOLLC	Aminodeoxychorismate synthase, chloroplastic {ECO:0000303|PubMed:14745019}	
TRINITY_DN8487_c0_g1_i24	EXPA8_ARATH	Expansin-A8	
TRINITY_DN8487_c0_g1_i7	EXPA8_ARATH	Expansin-A8	
TRINITY_DN8444_c0_g1_i1	SRGT1_ARATH	Peptidyl serine alpha-galactosyltransferase {ECO:0000303|PubMed:24914209}	
TRINITY_DN8434_c0_g1_i8	DIV_ANTMA	Transcription factor DIVARICATA	
TRINITY_DN8461_c0_g1_i2	WDR4_HUMAN	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 {ECO:0000255|HAMAP-Rule:MF_03056}	
TRINITY_DN8448_c0_g1_i15	C98A2_SOYBN	Cytochrome P450 98A2	
TRINITY_DN8448_c0_g1_i19	C98A2_SOYBN	Cytochrome P450 98A2	
TRINITY_DN8448_c0_g1_i4	C98A2_SOYBN	Cytochrome P450 98A2	6A
TRINITY_DN8446_c0_g1_i17	GDL79_ARATH	GDSL esterase/lipase At5g33370	
TRINITY_DN8446_c0_g1_i7	GDL79_ARATH	GDSL esterase/lipase At5g33370	
TRINITY_DN8479_c0_g1_i2	TRM32_ARATH	Protein TRM32	
TRINITY_DN8488_c0_g1_i5	.	.	
TRINITY_DN8455_c0_g1_i3	PP1R7_ARATH	Protein phosphatase 1 regulatory inhibitor subunit PPP1R7 homolog {ECO:0000305}	
TRINITY_DN8408_c0_g1_i1	BZP61_ARATH	Basic leucine zipper 61 {ECO:0000303|PubMed:11906833}	6A
TRINITY_DN8408_c0_g1_i12	BZP34_ARATH	Basic leucine zipper 34 {ECO:0000303|PubMed:11906833}	
TRINITY_DN8497_c0_g1_i5	Y1648_ARATH	Uncharacterized protein At1g66480	
TRINITY_DN8481_c0_g1_i15	ZRAB3_MOUSE	DNA annealing helicase and endonuclease ZRANB3	
TRINITY_DN8450_c0_g1_i12	KAT1_ARATH	Potassium channel KAT1	
TRINITY_DN8450_c0_g1_i14	KAT1_ARATH	Potassium channel KAT1	
TRINITY_DN8450_c0_g1_i28	KAT1_ARATH	Potassium channel KAT1	
TRINITY_DN8450_c0_g1_i8	KAT1_ARATH	Potassium channel KAT1	
TRINITY_DN8466_c0_g1_i2	PAE6_ARATH	Pectin acetylesterase 6 {ECO:0000303|PubMed:25115560}	
TRINITY_DN8492_c0_g1_i2	GAUTB_ARATH	Hexosyltransferase GAUT11 {ECO:0000305}	
TRINITY_DN8494_c0_g1_i21	GLR34_ARATH	Glutamate receptor 3.4 {ECO:0000303|PubMed:11379626}	
TRINITY_DN8413_c0_g1_i5	CALS3_ARATH	Callose synthase 3	
TRINITY_DN8413_c0_g1_i8	CALS3_ARATH	Callose synthase 3	6A
TRINITY_DN8454_c1_g1_i1	NDRP1_ARATH	Nodulin-related protein 1 {ECO:0000303|PubMed:20016941}	
TRINITY_DN8454_c2_g1_i1	RBP47_NICPL	Polyadenylate-binding protein RBP47	
TRINITY_DN8476_c0_g1_i2	UBP12_ARATH	Ubiquitin C-terminal hydrolase 12 {ECO:0000303|PubMed:11115897}	
TRINITY_DN8462_c0_g1_i9	NAT9_NEMVE	N-acetyltransferase 9-like protein	
TRINITY_DN8430_c0_g1_i1	CHLY_HEVBR	Hevamine-A	6W
TRINITY_DN8404_c0_g1_i11	RBL2_ARATH	RHOMBOID-like protein 2 {ECO:0000303|PubMed:16223493, ECO:0000303|PubMed:17181860}	
TRINITY_DN8459_c0_g1_i13	CAR4_ARATH	Protein C2-DOMAIN ABA-RELATED 4 {ECO:0000303|PubMed:25465408}	
TRINITY_DN8459_c0_g1_i15	CAR5_ARATH	Protein C2-DOMAIN ABA-RELATED 5 {ECO:0000303|PubMed:25465408}	
TRINITY_DN8459_c0_g1_i19	CAR5_ARATH	Protein C2-DOMAIN ABA-RELATED 5 {ECO:0000303|PubMed:25465408}	
TRINITY_DN8459_c0_g1_i4	CAR4_ARATH	Protein C2-DOMAIN ABA-RELATED 4 {ECO:0000303|PubMed:25465408}	
TRINITY_DN8403_c0_g1_i25	MO1_ARATH	Monooxygenase 1 {ECO:0000303|PubMed:10216258}	
TRINITY_DN8403_c0_g1_i4	MO1_ARATH	Monooxygenase 1 {ECO:0000303|PubMed:10216258}	
TRINITY_DN8429_c0_g1_i4	D6KL2_ARATH	Serine/threonine-protein kinase D6PKL2	
TRINITY_DN8429_c0_g1_i5	D6KL2_ARATH	Serine/threonine-protein kinase D6PKL2	
TRINITY_DN8456_c0_g1_i2	.	.	
TRINITY_DN8472_c0_g1_i14	CB60B_GOSHI	Calmodulin-binding protein 60 B {ECO:0000303|PubMed:29757140}	
TRINITY_DN8472_c0_g1_i56	CB60B_GOSHI	Calmodulin-binding protein 60 B {ECO:0000303|PubMed:29757140}	
TRINITY_DN8477_c0_g1_i3	ADPRM_ORYSJ	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	
TRINITY_DN8452_c0_g1_i12	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN8452_c0_g1_i24	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN8452_c0_g1_i33	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN8452_c0_g1_i5	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN8452_c0_g1_i6	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN8452_c0_g1_i7	PSAO_ARATH	Photosystem I subunit O	
TRINITY_DN28480_c0_g2_i1	RGI1_ARATH	LRR receptor-like serine/threonine-protein kinase RGI1 {ECO:0000303|PubMed:27229312}	
TRINITY_DN28448_c0_g1_i2	.	.	
TRINITY_DN28457_c0_g1_i1	.	.	
TRINITY_DN28469_c0_g2_i1	IF43B_ORYSJ	Eukaryotic initiation factor 4A-III homolog B {ECO:0000305}	
TRINITY_DN28412_c0_g1_i2	DAPX_BACSU	Probable N-acetyl-LL-diaminopimelate aminotransferase {ECO:0000305}	
TRINITY_DN28432_c0_g1_i1	SCRK1_ORYSJ	Fructokinase-1 {ECO:0000305}	
TRINITY_DN28434_c0_g1_i2	PME53_ARATH	Probable pectinesterase 53	
TRINITY_DN28443_c0_g2_i1	ROS1A_ORYSJ	Protein ROS1A {ECO:0000303|PubMed:22448681}	
TRINITY_DN28491_c0_g1_i1	Y1417_SYNY3	Uncharacterized protein slr1417	6W
TRINITY_DN28487_c0_g1_i3	NPK1_TOBAC	Mitogen-activated protein kinase kinase kinase NPK1	
TRINITY_DN28467_c0_g1_i2	COPB2_ORYSJ	Coatomer subunit beta-2	
TRINITY_DN28494_c0_g1_i1	RH56_ORYSJ	DEAD-box ATP-dependent RNA helicase 56	
TRINITY_DN28494_c0_g2_i1	RH15_ORYSJ	DEAD-box ATP-dependent RNA helicase 15	6W
TRINITY_DN28445_c0_g1_i3	CB21_ARATH	Chlorophyll a-b binding protein 2.1, chloroplastic {ECO:0000303|PubMed:10366881}	6W
TRINITY_DN28422_c0_g1_i1	TPR2_ORYSJ	Protein TOPLESS-RELATED PROTEIN 2 {ECO:0000303|PubMed:24336200}	
TRINITY_DN28444_c0_g1_i2	.	.	
TRINITY_DN28482_c0_g1_i1	SY112_ARATH	Syntaxin-112	
TRINITY_DN28439_c0_g1_i1	COXM2_DANRE	COX assembly mitochondrial protein 2 homolog	
TRINITY_DN28439_c0_g1_i3	COXM2_DANRE	COX assembly mitochondrial protein 2 homolog	
TRINITY_DN28401_c0_g1_i1	.	.	
TRINITY_DN28471_c0_g2_i1	CYC_WHEAT	Cytochrome c	
TRINITY_DN50689_c0_g1_i1	EBP1_SOLTU	ERBB-3 BINDING PROTEIN 1 {ECO:0000303|PubMed:17024182}	
TRINITY_DN86124_c0_g1_i1	.	.	
TRINITY_DN67995_c0_g2_i1	RL183_ARATH	60S ribosomal protein L18-3	
TRINITY_DN90907_c0_g1_i1	RL35A_DICDI	60S ribosomal protein L35a	
TRINITY_DN90930_c0_g1_i1	CUL4_ARATH	Cullin-4	
TRINITY_DN90989_c0_g1_i1	HRD1_ORYSJ	ERAD-associated E3 ubiquitin-protein ligase HRD1 {ECO:0000305}	
TRINITY_DN90982_c0_g1_i1	POL2_DROME	Retrovirus-related Pol polyprotein from transposon 297	
TRINITY_DN90942_c0_g1_i1	.	.	
TRINITY_DN90913_c0_g1_i1	.	.	
TRINITY_DN90969_c0_g1_i1	SRAC1_MOUSE	Protein SERAC1	
TRINITY_DN90977_c0_g1_i1	.	.	
TRINITY_DN90918_c0_g1_i1	NACA1_ARATH	Nascent polypeptide-associated complex subunit alpha-like protein 1	
TRINITY_DN11619_c0_g1_i4	RS103_ARATH	40S ribosomal protein S10-3	
TRINITY_DN11696_c0_g1_i9	CB23_APIGR	Chlorophyll a-b binding protein, chloroplastic	
TRINITY_DN11680_c0_g1_i2	OFT30_ARATH	O-fucosyltransferase 30 {ECO:0000305}	
TRINITY_DN11705_c0_g1_i2	.	.	
TRINITY_DN11652_c0_g1_i16	Y5843_ARATH	Uncharacterized protein At5g08430	
TRINITY_DN11620_c0_g1_i19	.	.	
TRINITY_DN11704_c0_g1_i2	SODF3_ARATH	Superoxide dismutase [Fe] 3, chloroplastic {ECO:0000303|PubMed:18996978, ECO:0000303|PubMed:9765550}	
TRINITY_DN11670_c0_g1_i20	CTF18_XENLA	Chromosome transmission fidelity protein 18 homolog	
TRINITY_DN11702_c0_g1_i1	CLH1_ORYSJ	Clathrin heavy chain 1	
TRINITY_DN11702_c0_g1_i2	CLH1_ORYSJ	Clathrin heavy chain 1	
TRINITY_DN11702_c0_g1_i4	CLH1_ORYSJ	Clathrin heavy chain 1	
TRINITY_DN11636_c2_g1_i3	.	.	
TRINITY_DN11651_c0_g1_i1	.	.	6A
TRINITY_DN11662_c0_g1_i1	CML37_ARATH	Calcium-binding protein CML37 {ECO:0000303|Ref.5}	
TRINITY_DN11662_c0_g1_i2	CML37_ARATH	Calcium-binding protein CML37 {ECO:0000303|Ref.5}	
TRINITY_DN11667_c0_g1_i12	GALUR_FRAAN	D-galacturonate reductase	
TRINITY_DN11667_c0_g1_i17	GALUR_FRAAN	D-galacturonate reductase	
TRINITY_DN11667_c0_g1_i21	GALUR_FRAAN	D-galacturonate reductase	
TRINITY_DN11634_c0_g1_i1	.	.	
TRINITY_DN11682_c0_g1_i1	CDPKG_ARATH	Calcium-dependent protein kinase 16	6W
TRINITY_DN11664_c0_g1_i8	.	.	
TRINITY_DN11637_c0_g1_i4	.	.	
TRINITY_DN11668_c0_g1_i1	SCL32_ARATH	Scarecrow-like protein 32	
TRINITY_DN11681_c0_g1_i9	PP445_ARATH	Pentatricopeptide repeat-containing protein At5g65560	
TRINITY_DN11627_c0_g1_i1	MCCB_ARATH	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	
TRINITY_DN11627_c0_g1_i3	MCCB_ARATH	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	
TRINITY_DN11706_c0_g1_i9	PUMY_ARATH	Pseudouridine-5'-phosphate glycosidase {ECO:0000305}	
TRINITY_DN11640_c0_g1_i6	C93A1_SOYBN	3,9-dihydroxypterocarpan 6A-monooxygenase	6A
TRINITY_DN11622_c0_g1_i15	.	.	
TRINITY_DN11622_c0_g1_i35	Y5487_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At5g48740	
TRINITY_DN11622_c0_g1_i63	.	.	
TRINITY_DN11607_c2_g1_i1	OCS1_MAIZE	Ocs element-binding factor 1	
TRINITY_DN11657_c0_g1_i51	SGO2_ARATH	SHUGOSHIN 2 {ECO:0000303|PubMed:23884434}	
TRINITY_DN11649_c0_g1_i8	AATPI_ARATH	AAA-ATPase At5g17760	
TRINITY_DN11692_c0_g1_i3	PP390_ARATH	Pentatricopeptide repeat-containing protein At5g16860	
TRINITY_DN11685_c0_g1_i1	.	.	6A
TRINITY_DN11669_c1_g1_i1	NC100_ARATH	NAC domain-containing protein 100 {ECO:0000303|PubMed:15029955}	
TRINITY_DN11645_c0_g1_i2	Y5830_ARATH	Probable inactive receptor kinase At5g58300	
TRINITY_DN11666_c0_g1_i6	AN13B_HUMAN	Ankyrin repeat domain-containing protein 13B	
TRINITY_DN11675_c0_g1_i1	.	.	
TRINITY_DN20011_c0_g1_i10	DTX29_ARATH	Protein DETOXIFICATION 29 {ECO:0000303|PubMed:11739388}	
TRINITY_DN20011_c0_g1_i2	DTX30_ARATH	Protein DETOXIFICATION 30 {ECO:0000303|PubMed:11739388}	
TRINITY_DN20002_c0_g1_i1	.	.	6W
TRINITY_DN19995_c0_g1_i1	Y1154_ARATH	Probable serine/threonine-protein kinase At1g01540	
TRINITY_DN20010_c0_g1_i2	.	.	
TRINITY_DN19973_c0_g1_i15	METE2_ORYSJ	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 2	
TRINITY_DN19975_c0_g1_i8	PP118_ARATH	Pentatricopeptide repeat-containing protein At1g73710	
TRINITY_DN19960_c0_g1_i1	.	.	
TRINITY_DN20021_c0_g1_i19	.	.	
TRINITY_DN20029_c0_g2_i7	RU1C_VITVI	U1 small nuclear ribonucleoprotein C {ECO:0000255|HAMAP-Rule:MF_03153}	
TRINITY_DN19949_c0_g1_i21	.	.	
TRINITY_DN19949_c0_g1_i3	.	.	
TRINITY_DN19949_c0_g1_i4	.	.	
TRINITY_DN19971_c0_g1_i1	SC61A_DICDI	Protein transport protein Sec61 subunit alpha	
TRINITY_DN19978_c0_g2_i2	LRP6B_ARATH	La-related protein 6B	
TRINITY_DN19988_c0_g1_i1	DRL27_ARATH	Disease resistance protein At4g27190	
TRINITY_DN19969_c0_g1_i1	.	.	
TRINITY_DN19969_c1_g1_i1	EIF3L_NEMVE	Eukaryotic translation initiation factor 3 subunit L {ECO:0000255|HAMAP-Rule:MF_03011}	
TRINITY_DN19969_c1_g2_i2	DNJH_CUCSA	DnaJ protein homolog	
TRINITY_DN19969_c3_g1_i1	.	.	
TRINITY_DN19955_c0_g1_i1	RS26_ANOGA	40S ribosomal protein S26	6W
TRINITY_DN20007_c0_g1_i3	PHOT_CHLRE	Phototropin {ECO:0000305}	
TRINITY_DN20006_c0_g1_i2	.	.	
TRINITY_DN19998_c0_g2_i1	LRK91_ARATH	L-type lectin-domain containing receptor kinase IX.1 {ECO:0000303|PubMed:19773388}	
TRINITY_DN34194_c0_g1_i2	FDX2_BOVIN	Ferredoxin-2, mitochondrial	
TRINITY_DN34224_c0_g1_i10	.	.	
TRINITY_DN34224_c0_g1_i4	.	.	
TRINITY_DN34224_c0_g1_i5	.	.	
TRINITY_DN34224_c0_g1_i7	.	.	
TRINITY_DN34224_c0_g1_i9	.	.	
TRINITY_DN34211_c1_g1_i1	.	.	
TRINITY_DN34193_c0_g1_i3	.	.	
TRINITY_DN34165_c0_g3_i1	.	.	
TRINITY_DN34149_c0_g1_i1	TAR1_YEAST	Protein TAR1	
TRINITY_DN34149_c0_g2_i2	RL152_ARATH	60S ribosomal protein L15-2	
TRINITY_DN79368_c0_g1_i1	RS17_BOVIN	40S ribosomal protein S17	
TRINITY_DN79389_c0_g1_i1	.	.	
TRINITY_DN79328_c0_g1_i1	TSO1_ARATH	CRC domain-containing protein TSO1	
TRINITY_DN75822_c0_g1_i1	HEN2_ARATH	DExH-box ATP-dependent RNA helicase DExH10 {ECO:0000305}	
TRINITY_DN75812_c0_g1_i1	CARB_ORYSJ	Carbamoyl-phosphate synthase large chain, chloroplastic	
TRINITY_DN48787_c0_g1_i1	YKX5_SCHPO	Uncharacterized RNA-binding protein C328.05	
TRINITY_DN48757_c0_g1_i1	DAPB1_ORYSJ	Probable 4-hydroxy-tetrahydrodipicolinate reductase 1, chloroplastic	
TRINITY_DN48759_c0_g1_i9	.	.	
TRINITY_DN48804_c0_g1_i1	.	.	
TRINITY_DN48767_c0_g1_i1	SAT1_ARATH	Serine acetyltransferase 1, chloroplastic	
TRINITY_DN6307_c0_g1_i7	PUB4_ARATH	U-box domain-containing protein 4	
TRINITY_DN6323_c0_g1_i10	.	.	
TRINITY_DN6300_c0_g1_i25	LONF1_MOUSE	LON peptidase N-terminal domain and RING finger protein 1	
TRINITY_DN6300_c0_g1_i28	LONF1_MOUSE	LON peptidase N-terminal domain and RING finger protein 1	
TRINITY_DN6345_c0_g1_i12	TTC5_HUMAN	Tetratricopeptide repeat protein 5 {ECO:0000303|PubMed:31727855}	
TRINITY_DN6305_c0_g1_i11	COL2_ARATH	Zinc finger protein CONSTANS-LIKE 2	
TRINITY_DN6305_c0_g1_i15	COL2_ARATH	Zinc finger protein CONSTANS-LIKE 2	
TRINITY_DN6305_c0_g1_i2	COL2_ARATH	Zinc finger protein CONSTANS-LIKE 2	
TRINITY_DN6305_c0_g1_i9	COL2_ARATH	Zinc finger protein CONSTANS-LIKE 2	
TRINITY_DN6355_c0_g1_i1	CDT1_ORYSI	Protein CADMIUM TOLERANCE 1 {ECO:0000305}	
TRINITY_DN6355_c0_g1_i7	CDT1_ORYSI	Protein CADMIUM TOLERANCE 1 {ECO:0000305}	6A
TRINITY_DN6301_c0_g2_i4	PP151_ARATH	Pentatricopeptide repeat-containing protein At2g13600	
TRINITY_DN6396_c1_g2_i1	SGT1B_ARATH	Protein SGT1 homolog B {ECO:0000250|UniProtKB:Q08446}	
TRINITY_DN6348_c0_g1_i4	EXA1_ARATH	Protein ESSENTIAL FOR POTEXVIRUS ACCUMULATION 1 {ECO:0000303|PubMed:27402258}	6A
TRINITY_DN6383_c0_g1_i1	.	.	6A
TRINITY_DN6380_c0_g1_i16	DHRS7_HUMAN	Dehydrogenase/reductase SDR family member 7 {ECO:0000303|PubMed:19027726}	
TRINITY_DN6338_c0_g1_i1	.	.	6A
TRINITY_DN6338_c0_g1_i6	.	.	
TRINITY_DN6344_c0_g1_i2	.	.	
TRINITY_DN6377_c0_g1_i5	AGD11_ARATH	Probable ADP-ribosylation factor GTPase-activating protein AGD11	
TRINITY_DN6332_c0_g1_i4	Y5986_ARATH	Uncharacterized protein At5g39865	
TRINITY_DN6326_c0_g1_i1	ISOA2_ARATH	Isoamylase 2, chloroplastic	6A
TRINITY_DN6310_c0_g1_i3	PME12_ARATH	Probable pectinesterase/pectinesterase inhibitor 12	
TRINITY_DN6343_c0_g1_i7	ARID4_ARATH	AT-rich interactive domain-containing protein 4	
TRINITY_DN6395_c0_g1_i1	DGK1_ORYSJ	Diacylglycerol kinase 1 {ECO:0000303|PubMed:30887532}	6A
TRINITY_DN6358_c0_g1_i30	HDHD3_BOVIN	Haloacid dehalogenase-like hydrolase domain-containing protein 3	
TRINITY_DN6358_c0_g1_i34	HDHD3_MOUSE	Haloacid dehalogenase-like hydrolase domain-containing protein 3	
TRINITY_DN6358_c0_g1_i7	HDHD3_MOUSE	Haloacid dehalogenase-like hydrolase domain-containing protein 3	
TRINITY_DN6358_c0_g2_i1	.	.	
TRINITY_DN6304_c0_g1_i5	CALUB_DANRE	Calumenin-B	
TRINITY_DN6339_c1_g1_i14	ACL5_ARATH	Thermospermine synthase ACAULIS5	
TRINITY_DN6339_c1_g1_i15	ACL5_ARATH	Thermospermine synthase ACAULIS5	
TRINITY_DN6384_c0_g1_i4	.	.	6A
TRINITY_DN6398_c0_g1_i36	METL2_ARATH	Methyltransferase-like protein 2	
TRINITY_DN6399_c0_g1_i13	OTU7_ARATH	OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 7 {ECO:0000303|PubMed:24659992}	
TRINITY_DN6334_c0_g1_i2	SERK1_ARATH	Somatic embryogenesis receptor kinase 1 {ECO:0000303|PubMed:11706164}	
TRINITY_DN6306_c0_g1_i38	CER2_ARATH	Protein ECERIFERUM 2	
TRINITY_DN6357_c0_g1_i7	PDS5C_ARATH	Sister chromatid cohesion protein PDS5 homolog C {ECO:0000305}	
TRINITY_DN6357_c0_g1_i8	PDS5D_ARATH	Sister chromatid cohesion protein PDS5 homolog D {ECO:0000305}	
TRINITY_DN6340_c0_g1_i1	PATH1_ARATH	Protein PAT1 homolog 1 {ECO:0000305}	6A
TRINITY_DN6340_c1_g1_i3	CUT1A_ARATH	Protein CURVATURE THYLAKOID 1A, chloroplastic	
TRINITY_DN6331_c0_g1_i12	DTX25_ARATH	Protein DETOXIFICATION 25 {ECO:0000303|PubMed:11739388}	
TRINITY_DN6331_c0_g1_i19	DTX20_ARATH	Protein DETOXIFICATION 20 {ECO:0000303|PubMed:11739388}	
TRINITY_DN6331_c0_g1_i7	DTX20_ARATH	Protein DETOXIFICATION 20 {ECO:0000303|PubMed:11739388}	
TRINITY_DN6331_c0_g1_i9	DTX25_ARATH	Protein DETOXIFICATION 25 {ECO:0000303|PubMed:11739388}	
TRINITY_DN6327_c0_g1_i2	CUT1C_ARATH	Protein CURVATURE THYLAKOID 1C, chloroplastic	
TRINITY_DN6327_c1_g1_i1	CUT1C_ARATH	Protein CURVATURE THYLAKOID 1C, chloroplastic	
TRINITY_DN6393_c0_g1_i4	AHP1_ARATH	Histidine-containing phosphotransfer protein 1	
TRINITY_DN6393_c0_g1_i6	AHP1_ARATH	Histidine-containing phosphotransfer protein 1	
TRINITY_DN6317_c0_g1_i1	.	.	6W
TRINITY_DN6382_c0_g1_i1	.	.	
TRINITY_DN6308_c0_g1_i6	Y2239_ARATH	Probable LRR receptor-like serine/threonine-protein kinase At2g23950	
TRINITY_DN6335_c0_g1_i30	UGPI6_ARATH	Uncharacterized GPI-anchored protein At1g61900	
TRINITY_DN6335_c0_g1_i70	UGPI6_ARATH	Uncharacterized GPI-anchored protein At1g61900	
TRINITY_DN6335_c0_g1_i72	UGPI6_ARATH	Uncharacterized GPI-anchored protein At1g61900	
TRINITY_DN6390_c0_g1_i10	TCP4_ARATH	Transcription factor TCP4	
TRINITY_DN6390_c0_g1_i12	TCP4_ARATH	Transcription factor TCP4	
TRINITY_DN6390_c0_g1_i4	TCP4_ARATH	Transcription factor TCP4	
TRINITY_DN6390_c0_g1_i8	.	.	
TRINITY_DN6314_c0_g1_i2	FLA9_ARATH	Fasciclin-like arabinogalactan protein 9	
TRINITY_DN6314_c0_g1_i4	FLA9_ARATH	Fasciclin-like arabinogalactan protein 9	
TRINITY_DN6341_c0_g2_i5	GPX4_CITSI	Probable phospholipid hydroperoxide glutathione peroxidase	
TRINITY_DN6375_c0_g1_i3	PPA1_SOLLC	Acid phosphatase 1	
TRINITY_DN6360_c0_g1_i1	.	.	6A
TRINITY_DN6360_c0_g1_i2	ALE2_ARATH	Receptor-like serine/threonine-protein kinase ALE2	
TRINITY_DN6360_c0_g1_i3	ALE2_ARATH	Receptor-like serine/threonine-protein kinase ALE2	6A
TRINITY_DN6360_c2_g1_i5	ALE2_ARATH	Receptor-like serine/threonine-protein kinase ALE2	
TRINITY_DN6360_c2_g1_i7	ALE2_ARATH	Receptor-like serine/threonine-protein kinase ALE2	
TRINITY_DN6359_c0_g1_i11	Y2251_ARCFU	Protein AF_2251 {ECO:0000255|HAMAP-Rule:MF_00226}	
TRINITY_DN6359_c0_g1_i16	NEK5_ARATH	Serine/threonine-protein kinase Nek5	
TRINITY_DN6359_c0_g1_i23	.	.	
TRINITY_DN6359_c0_g1_i9	NEK5_ARATH	Serine/threonine-protein kinase Nek5	
TRINITY_DN6313_c0_g1_i4	FB37_ARATH	F-box protein At1g47056	
TRINITY_DN6350_c0_g1_i13	OFT15_ARATH	O-fucosyltransferase 15 {ECO:0000305}	
TRINITY_DN6350_c0_g1_i68	OFT15_ARATH	O-fucosyltransferase 15 {ECO:0000305}	
TRINITY_DN6364_c0_g1_i3	GIS3_ARATH	Zinc finger protein GIS3 {ECO:0000305}	
TRINITY_DN6364_c0_g1_i5	GIS3_ARATH	Zinc finger protein GIS3 {ECO:0000305}	
TRINITY_DN6316_c0_g1_i15	CNBL1_ARATH	Calcineurin B-like protein 1	
TRINITY_DN6316_c0_g1_i3	CNBL1_ARATH	Calcineurin B-like protein 1	
TRINITY_DN6316_c0_g1_i6	CNBL1_ARATH	Calcineurin B-like protein 1	
TRINITY_DN6316_c0_g1_i7	CNBL1_ARATH	Calcineurin B-like protein 1	
TRINITY_DN6321_c0_g2_i2	NAPES_ARATH	N-acylphosphatidylethanolamine synthase	
TRINITY_DN6366_c0_g1_i13	PPR32_ARATH	Pentatricopeptide repeat-containing protein At1g11290, chloroplastic {ECO:0000305}	
